trait,embedding_stat,embedding_index,n_markers_tested,min_p,n_significant_effective_bonferroni,n_q_lt_0_05_within_trait,chunk,chunk_elapsed_seconds,chunk_elapsed_seconds_per_trait,effective_markers,effective_bonferroni_threshold
embedding_std_940,std,940,4920234,3.2146455993836024e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_941,std,941,4920234,1.1849319528160017e-07,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_942,std,942,4920234,1.1587598039776355e-07,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_943,std,943,4920234,3.92745814496626e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_944,std,944,4920234,8.607649644502336e-09,2,123,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_945,std,945,4920234,5.8245863627148995e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_946,std,946,4920234,1.7836872199005095e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_947,std,947,4920234,1.478725168030251e-07,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_948,std,948,4920234,9.935373782356983e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_949,std,949,4920234,8.275517520726698e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_950,std,950,4920234,7.404264495990165e-07,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_951,std,951,4920234,1.8193500304216155e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_952,std,952,4920234,3.913946149190289e-08,0,11,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_953,std,953,4920234,2.382810123875185e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_954,std,954,4920234,1.749031139158255e-07,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_955,std,955,4920234,5.866529929813898e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_956,std,956,4920234,1.0091642555402205e-07,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_957,std,957,4920234,8.614228643928191e-09,5,549,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_958,std,958,4920234,9.94181384204917e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_959,std,959,4920234,2.012869813835032e-08,0,0,62,451.6733199818991,14.114791249434347,3169884,1.5773447861183564e-08
embedding_std_960,std,960,4920234,1.0020322016996517e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_961,std,961,4920234,2.3809645194502586e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_962,std,962,4920234,7.284280582143577e-09,4,159,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_963,std,963,4920234,7.565887625199151e-10,3,19,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_964,std,964,4920234,2.5092263644216026e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_965,std,965,4920234,1.1407527030518005e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_966,std,966,4920234,5.642545108735777e-10,11,1299,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_967,std,967,4920234,2.6768291283372022e-08,0,3970,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_968,std,968,4920234,5.444881719224084e-09,3,13,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_969,std,969,4920234,1.3603998010028702e-09,2,2,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_970,std,970,4920234,1.5928970054487357e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_971,std,971,4920234,7.002044740605708e-08,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_972,std,972,4920234,1.458133753357113e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_973,std,973,4920234,1.169946388301823e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_974,std,974,4920234,2.0970594354896283e-09,6,33,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_975,std,975,4920234,2.9947079693683135e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_976,std,976,4920234,4.276738955328776e-08,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_977,std,977,4920234,8.355386533619516e-10,51,1445,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_978,std,978,4920234,3.114406415368978e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_979,std,979,4920234,4.9570225464796e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_980,std,980,4920234,2.3645958594324095e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_981,std,981,4920234,4.944504326188812e-08,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_982,std,982,4920234,1.196595956401719e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_983,std,983,4920234,1.3334220596248454e-08,1,340,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_984,std,984,4920234,1.1793887719476648e-08,1,22,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_985,std,985,4920234,1.804306225755947e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_986,std,986,4920234,1.233808226744754e-08,1,27,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_987,std,987,4920234,1.487799798573726e-09,11,2067,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_988,std,988,4920234,5.893007408863594e-07,0,0,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
embedding_std_989,std,989,4920234,6.89269477235871e-10,82,844,63,431.0349626820535,13.46984258381417,3169884,1.5773447861183564e-08
