"S.No","Plot No","Accession","Replication","Population","trait","value","timestamp","person","location","number","device_name"
"553","250820","PI619838","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250820_LeafPhotoA_2025-10-08%2008_43_35.643-05_00.jpg","2025-10-08 08:43:36.986-05:00"," ","","2","SM-A166U1"
"553","250820","PI619838","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250820_LeafPhotoA_2025-10-08%2008_44_05.648-05_00.jpg","2025-10-08 08:44:06.768-05:00"," ","","3","SM-A166U1"
"163","250821","PI330181","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250821_LeafPhotoA_2025-10-08%2008_44_26.368-05_00.jpg","2025-10-08 08:44:27.740-05:00"," ","","1","SM-A166U1"
"163","250821","PI330181","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250821_LeafPhotoA_2025-10-08%2008_44_44.738-05_00.jpg","2025-10-08 08:44:45.996-05:00"," ","","2","SM-A166U1"
"163","250821","PI330181","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250821_LeafPhotoA_2025-10-08%2008_44_59.135-05_00.jpg","2025-10-08 08:45:00.414-05:00"," ","","3","SM-A166U1"
"163","250821","PI330181","Rep 1","BAP","LeafPhotoNotesA","from single plant ","2025-10-08 08:45:26.974-05:00"," ","","1","SM-A166U1"
"423","250822","PI569454","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250822_LeafPhotoA_2025-10-08%2008_47_30.874-05_00.jpg","2025-10-08 08:47:32.643-05:00"," ","","1","SM-A166U1"
"423","250822","PI569454","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250822_LeafPhotoA_2025-10-08%2008_47_50.505-05_00.jpg","2025-10-08 08:47:51.913-05:00"," ","","2","SM-A166U1"
"423","250822","PI569454","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250822_LeafPhotoA_2025-10-08%2008_48_06.942-05_00.jpg","2025-10-08 08:48:08.232-05:00"," ","","3","SM-A166U1"
"15","250838","PI145633","Rep 1","BAP","LeafPhotoNotesA","no plants ","2025-10-08 08:53:04.728-05:00"," ","","1","SM-A166U1"
"434","250837","PI570039","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250837_LeafPhotoA_2025-10-08%2008_53_33.131-05_00.jpg","2025-10-08 08:53:34.643-05:00"," ","","1","SM-A166U1"
"434","250837","PI570039","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250837_LeafPhotoA_2025-10-08%2008_53_55.978-05_00.jpg","2025-10-08 08:53:57.193-05:00"," ","","2","SM-A166U1"
"434","250837","PI570039","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250837_LeafPhotoA_2025-10-08%2008_54_12.316-05_00.jpg","2025-10-08 08:54:13.500-05:00"," ","","3","SM-A166U1"
"43","250836","PI155149","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250836_LeafPhotoA_2025-10-08%2008_54_53.707-05_00.jpg","2025-10-08 08:54:55.123-05:00"," ","","1","SM-A166U1"
"43","250836","PI155149","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250836_LeafPhotoA_2025-10-08%2008_55_10.619-05_00.jpg","2025-10-08 08:55:11.816-05:00"," ","","2","SM-A166U1"
"43","250836","PI155149","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250836_LeafPhotoA_2025-10-08%2008_55_28.513-05_00.jpg","2025-10-08 08:55:29.767-05:00"," ","","3","SM-A166U1"
"122","250835","PI329478","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250835_LeafPhotoA_2025-10-08%2008_55_59.672-05_00.jpg","2025-10-08 08:56:01.021-05:00"," ","","1","SM-A166U1"
"122","250835","PI329478","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250835_LeafPhotoA_2025-10-08%2008_56_13.079-05_00.jpg","2025-10-08 08:56:14.342-05:00"," ","","2","SM-A166U1"
"122","250835","PI329478","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250835_LeafPhotoA_2025-10-08%2008_56_30.768-05_00.jpg","2025-10-08 08:56:31.976-05:00"," ","","3","SM-A166U1"
"122","250835","PI329478","Rep 1","BAP","LeafPhotoNotesA","photos from two plants ","2025-10-08 08:56:52.028-05:00"," ","","1","SM-A166U1"
"78","250834","PI218112","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250834_LeafPhotoA_2025-10-08%2008_57_41.930-05_00.jpg","2025-10-08 08:57:43.557-05:00"," ","","1","SM-A166U1"
"78","250834","PI218112","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250834_LeafPhotoA_2025-10-08%2008_57_56.986-05_00.jpg","2025-10-08 08:57:58.147-05:00"," ","","2","SM-A166U1"
"78","250834","PI218112","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250834_LeafPhotoA_2025-10-08%2008_58_14.423-05_00.jpg","2025-10-08 08:58:15.757-05:00"," ","","3","SM-A166U1"
"45","250833","PI155760","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250833_LeafPhotoA_2025-10-08%2008_58_47.725-05_00.jpg","2025-10-08 08:58:49.240-05:00"," ","","1","SM-A166U1"
"45","250833","PI155760","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250833_LeafPhotoA_2025-10-08%2008_59_13.660-05_00.jpg","2025-10-08 08:59:14.933-05:00"," ","","2","SM-A166U1"
"45","250833","PI155760","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250833_LeafPhotoA_2025-10-08%2009_00_01.942-05_00.jpg","2025-10-08 09:00:03.315-05:00"," ","","3","SM-A166U1"
"65","250832","PI176766","Rep 1","BAP","LeafPhotoNotesA","no plants ","2025-10-08 09:00:31.343-05:00"," ","","1","SM-A166U1"
"145","250831","PI329618","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250831_LeafPhotoA_2025-10-08%2009_01_27.289-05_00.jpg","2025-10-08 09:01:28.813-05:00"," ","","1","SM-A166U1"
"145","250831","PI329618","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250831_LeafPhotoA_2025-10-08%2009_01_44.074-05_00.jpg","2025-10-08 09:01:45.469-05:00"," ","","2","SM-A166U1"
"145","250831","PI329618","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250831_LeafPhotoA_2025-10-08%2009_02_04.497-05_00.jpg","2025-10-08 09:02:05.648-05:00"," ","","3","SM-A166U1"
"339","250830","PI535796","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250830_LeafPhotoA_2025-10-08%2009_02_46.507-05_00.jpg","2025-10-08 09:02:48.048-05:00"," ","","1","SM-A166U1"
"339","250830","PI535796","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250830_LeafPhotoA_2025-10-08%2009_02_59.691-05_00.jpg","2025-10-08 09:03:01.032-05:00"," ","","2","SM-A166U1"
"339","250830","PI535796","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250830_LeafPhotoA_2025-10-08%2009_03_16.398-05_00.jpg","2025-10-08 09:03:17.609-05:00"," ","","3","SM-A166U1"
"177","250829","PI365512","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250829_LeafPhotoA_2025-10-08%2009_04_10.445-05_00.jpg","2025-10-08 09:04:11.790-05:00"," ","","1","SM-A166U1"
"177","250829","PI365512","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250829_LeafPhotoA_2025-10-08%2009_04_22.913-05_00.jpg","2025-10-08 09:04:24.042-05:00"," ","","2","SM-A166U1"
"177","250829","PI365512","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250829_LeafPhotoA_2025-10-08%2009_04_33.687-05_00.jpg","2025-10-08 09:04:34.975-05:00"," ","","3","SM-A166U1"
"571","250828","PI641862","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250828_LeafPhotoA_2025-10-08%2009_05_07.328-05_00.jpg","2025-10-08 09:05:08.856-05:00"," ","","1","SM-A166U1"
"571","250828","PI641862","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250828_LeafPhotoA_2025-10-08%2009_05_33.255-05_00.jpg","2025-10-08 09:05:34.602-05:00"," ","","2","SM-A166U1"
"571","250828","PI641862","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250828_LeafPhotoA_2025-10-08%2009_05_47.657-05_00.jpg","2025-10-08 09:05:48.966-05:00"," ","","3","SM-A166U1"
"571","250828","PI641862","Rep 1","BAP","LeafPhotoNotesA","from one plant ","2025-10-08 09:06:09.260-05:00"," ","","1","SM-A166U1"
"124","250827","PI329501","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250827_LeafPhotoA_2025-10-08%2009_06_53.485-05_00.jpg","2025-10-08 09:06:54.967-05:00"," ","","1","SM-A166U1"
"124","250827","PI329501","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250827_LeafPhotoA_2025-10-08%2009_07_09.704-05_00.jpg","2025-10-08 09:07:11.152-05:00"," ","","2","SM-A166U1"
"124","250827","PI329501","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250827_LeafPhotoA_2025-10-08%2009_07_28.581-05_00.jpg","2025-10-08 09:07:30.153-05:00"," ","","3","SM-A166U1"
"124","250827","PI329501","Rep 1","BAP","LeafPhotoNotesA","from one plant ","2025-10-08 09:07:43.474-05:00"," ","","1","SM-A166U1"
"114","250826","PI329338","Rep 1","BAP","LeafPhotoNotesA","no plants ","2025-10-08 09:07:56.771-05:00"," ","","1","SM-A166U1"
"175","250825","PI337680","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250825_LeafPhotoA_2025-10-08%2009_08_47.848-05_00.jpg","2025-10-08 09:08:49.249-05:00"," ","","1","SM-A166U1"
"175","250825","PI337680","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250825_LeafPhotoA_2025-10-08%2009_09_02.789-05_00.jpg","2025-10-08 09:09:04.224-05:00"," ","","2","SM-A166U1"
"175","250825","PI337680","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250825_LeafPhotoA_2025-10-08%2009_09_17.498-05_00.jpg","2025-10-08 09:09:18.879-05:00"," ","","3","SM-A166U1"
"142","250824","PI329614","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250824_LeafPhotoA_2025-10-08%2009_09_50.641-05_00.jpg","2025-10-08 09:09:52.249-05:00"," ","","1","SM-A166U1"
"142","250824","PI329614","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250824_LeafPhotoA_2025-10-08%2009_10_28.443-05_00.jpg","2025-10-08 09:10:29.812-05:00"," ","","2","SM-A166U1"
"142","250824","PI329614","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250824_LeafPhotoA_2025-10-08%2009_10_41.048-05_00.jpg","2025-10-08 09:10:42.603-05:00"," ","","3","SM-A166U1"
"184","250823","PI453696","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250823_LeafPhotoA_2025-10-08%2009_11_07.242-05_00.jpg","2025-10-08 09:11:08.865-05:00"," ","","1","SM-A166U1"
"184","250823","PI453696","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250823_LeafPhotoA_2025-10-08%2009_11_19.161-05_00.jpg","2025-10-08 09:11:20.661-05:00"," ","","2","SM-A166U1"
"184","250823","PI453696","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250823_LeafPhotoA_2025-10-08%2009_11_39.484-05_00.jpg","2025-10-08 09:11:40.848-05:00"," ","","3","SM-A166U1"
"184","250823","PI453696","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250823_LeafPhotoA_2025-10-08%2009_11_46.684-05_00.jpg","2025-10-08 09:11:48.092-05:00"," ","","4","SM-A166U1"
"74","250839","PI196586","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250839_LeafPhotoA_2025-10-08%2009_19_52.613-05_00.jpg","2025-10-08 09:19:54.070-05:00"," ","","1","SM-A166U1"
"74","250839","PI196586","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250839_LeafPhotoA_2025-10-08%2009_20_10.144-05_00.jpg","2025-10-08 09:20:11.487-05:00"," ","","2","SM-A166U1"
"74","250839","PI196586","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250839_LeafPhotoA_2025-10-08%2009_20_32.698-05_00.jpg","2025-10-08 09:20:34.006-05:00"," ","","3","SM-A166U1"
"334","250840","PI535783","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250840_LeafPhotoA_2025-10-08%2009_20_56.537-05_00.jpg","2025-10-08 09:20:58.104-05:00"," ","","1","SM-A166U1"
"334","250840","PI535783","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250840_LeafPhotoA_2025-10-08%2009_21_20.188-05_00.jpg","2025-10-08 09:21:21.557-05:00"," ","","2","SM-A166U1"
"334","250840","PI535783","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250840_LeafPhotoA_2025-10-08%2009_21_31.449-05_00.jpg","2025-10-08 09:21:32.736-05:00"," ","","3","SM-A166U1"
"172","250841","PI330807","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250841_LeafPhotoA_2025-10-08%2009_21_54.993-05_00.jpg","2025-10-08 09:21:56.627-05:00"," ","","1","SM-A166U1"
"172","250841","PI330807","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250841_LeafPhotoA_2025-10-08%2009_22_22.071-05_00.jpg","2025-10-08 09:22:23.556-05:00"," ","","2","SM-A166U1"
"172","250841","PI330807","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250841_LeafPhotoA_2025-10-08%2009_22_34.983-05_00.jpg","2025-10-08 09:22:36.323-05:00"," ","","3","SM-A166U1"
"155","250842","PI329711","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250842_LeafPhotoA_2025-10-08%2009_22_58.062-05_00.jpg","2025-10-08 09:22:59.628-05:00"," ","","1","SM-A166U1"
"155","250842","PI329711","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250842_LeafPhotoA_2025-10-08%2009_23_26.747-05_00.jpg","2025-10-08 09:23:28.058-05:00"," ","","2","SM-A166U1"
"155","250842","PI329711","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250842_LeafPhotoA_2025-10-08%2009_23_51.231-05_00.jpg","2025-10-08 09:23:52.730-05:00"," ","","3","SM-A166U1"
"155","250842","PI329711","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250842_LeafPhotoA_2025-10-08%2009_24_11.888-05_00.jpg","2025-10-08 09:24:13.276-05:00"," ","","4","SM-A166U1"
"155","250842","PI329711","Rep 1","BAP","LeafPhotoNotesA","high aphid infeststion ","2025-10-08 09:24:31.830-05:00"," ","","1","SM-A166U1"
"373","250843","PI562990","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250843_LeafPhotoA_2025-10-08%2009_27_00.297-05_00.jpg","2025-10-08 09:27:01.884-05:00"," ","","1","SM-A166U1"
"373","250843","PI562990","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250843_LeafPhotoA_2025-10-08%2009_27_24.306-05_00.jpg","2025-10-08 09:27:25.686-05:00"," ","","2","SM-A166U1"
"373","250843","PI562990","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250843_LeafPhotoA_2025-10-08%2009_27_36.267-05_00.jpg","2025-10-08 09:27:37.648-05:00"," ","","3","SM-A166U1"
"456","250844","PI570388","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250844_LeafPhotoA_2025-10-08%2009_27_48.032-05_00.jpg","2025-10-08 09:27:49.579-05:00"," ","","1","SM-A166U1"
"456","250844","PI570388","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250844_LeafPhotoA_2025-10-08%2009_28_01.003-05_00.jpg","2025-10-08 09:28:02.408-05:00"," ","","2","SM-A166U1"
"456","250844","PI570388","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250844_LeafPhotoA_2025-10-08%2009_28_12.833-05_00.jpg","2025-10-08 09:28:14.332-05:00"," ","","3","SM-A166U1"
"587","250845","PI651493","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250845_LeafPhotoA_2025-10-08%2009_28_32.935-05_00.jpg","2025-10-08 09:28:34.619-05:00"," ","","1","SM-A166U1"
"587","250845","PI651493","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250845_LeafPhotoA_2025-10-08%2009_28_46.865-05_00.jpg","2025-10-08 09:28:48.650-05:00"," ","","2","SM-A166U1"
"587","250845","PI651493","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250845_LeafPhotoA_2025-10-08%2009_29_03.456-05_00.jpg","2025-10-08 09:29:04.843-05:00"," ","","3","SM-A166U1"
"167","250846","PI330195","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250846_LeafPhotoA_2025-10-08%2009_29_21.180-05_00.jpg","2025-10-08 09:29:22.876-05:00"," ","","1","SM-A166U1"
"167","250846","PI330195","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250846_LeafPhotoA_2025-10-08%2009_29_36.716-05_00.jpg","2025-10-08 09:29:38.137-05:00"," ","","2","SM-A166U1"
"167","250846","PI330195","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250846_LeafPhotoA_2025-10-08%2009_29_49.332-05_00.jpg","2025-10-08 09:29:50.894-05:00"," ","","3","SM-A166U1"
"454","250847","PI570371","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250847_LeafPhotoA_2025-10-08%2009_30_10.476-05_00.jpg","2025-10-08 09:30:12.098-05:00"," ","","1","SM-A166U1"
"454","250847","PI570371","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250847_LeafPhotoA_2025-10-08%2009_30_32.652-05_00.jpg","2025-10-08 09:30:34.201-05:00"," ","","2","SM-A166U1"
