"Variety Name","Plot Number","Block","LeafPhotoA","LeafPhotoNotes"
"IS 2319C","41008","4",,
"RTx2536","41009","4",,
"Check","41010","4",,
"Malwal Aweil","41011","4",,
"Dobbs","41012","4",,
"Check","41013","4",,
"Tx2917","41014","4",,
"SAP-128","41015","4",,
"Check","41016","4",,
"88V1080","41017","4",,
"SC 172","41018","4",,
"Check","41019","4",,
"Tambroro 7","41020","4",,
"Chanan Singoo","41021","4",,
"SAP-173","41022","4",,
"Check","41023","4",,
"Check","41024","4",,
"Check","41025","4",,
"Tx2785","41026","4",,
"Check","41027","4",,
"SO 16","41101","4",,
"MN 707 (preconverted)","41102","4",,
"AS 4055 N Kambwa","41103","4",,
"A 84","41104","4",,
"SAP-280","41105","4",,
"Mashica","41106","4",,
"A/BTx626","41107","4",,
"SC 1215","41108","4",,
"SC 639","41109","4",,
"Check","41110","4",,
"SAP-148","41111","4",,
"T 28","41112","4",,
"Check","41113","4",,
"Check","41114","4",,
"WHEATLAND","41115","4",,
"JOCORO","41116","4",,
"SC 748-5","41117","4",,
"SC 22","41118","4",,
"Feterita Geshaish","41119","4",,
"RED AMBER","41120","4",,
"SAP-263","41121","4",,
"Check","41122","4",,
"BTx623_(XK: fromBIllRooney_TAMU_2024)","41123","4",,
"SAP-336","41124","4",,
"SC 59","41125","4",,
"CAPROCK","41126","4",,
"KAT83369","41127","4",,
"KA 24","41201","4",,
"No. 1 Gambela","41202","4",,
"No. 4 Hadoui","41203","4",,
"SAP-311","41204","4",,
"IS 3515C","41205","4",,
"SAP-162","41206","4",,
"SC 947","41207","4",,
"Check","41208","4",,
"SC 621","41209","4",,
"Check","41210","4",,
"Brawley","41211","4",,
"Check","41212","4",,
"SAP-133","41213","4",,
"No. 64 Netch Addesho Ethiopia","41214","4",,
"Tx2891","41215","4",,
"SOBERANO","41216","4",,
"SC 1277","41217","4",,
"Tortillerio","41218","4",,
"M 1","41219","4",,
"Check","41220","4",,
"AS 5826 Holcus","41221","4",,
"Check","41222","4",,
"SAN CHI SAN","41223","4",,
"Black Spanish","41224","4",,
"Check","41225","4",,
"Check","41226","4",,
"Check","41227","4",,
"Kireniga 317","41301","4",,
"Check","41302","4",,
"1903 AS 4633","41303","4",,
"KS19","41304","4",,
"SAP-342","41305","4",,
"SAP-398","41306","4",,
"BTx406","41307","4",,
"SC 1476","41308","4",,
"SC 525","41309","4",,
"Jola Nandyal","41310","4",,
"Accho Karuho","41311","4",,
"K037 Camjin","41312","4",,
"Mashica","41313","4",,
"SAP-341","41314","4",,
"Check","41315","4",,
"Check","41316","4",,
"Check","41317","4",,
"N290B","41318","4",,
"KA 12 Janjari","41319","4",,
"54.K.94(Witchweed res.)","41320","4",,
"AS 4136 Masaka Luwemba","41321","4",,
"Tx2741","41322","4",,
"SAP-286","41323","4",,
"TAM2566","41324","4",,
"TX 3197 (COMB KAFIR 60) B LINE","41325","4",,
"SUGAR DRIP","41326","4",,
"WILEY","41327","4",,
"BO 36","41401","4",,
"18NL277 @-01","41402","4",,
"Mashila","41403","4",,
"No. 902 Sorghum arundi","41404","4",,
"Check","41405","4",,
"SAP-134","41406","4",,
"SC 49","41407","4",,
"SC 790","41408","4",,
"SC 1439","41409","4",,
"No. 69 Mashela Tinguish, Warakul Ethiopi","41410","4",,
"AS 2613 NT","41411","4",,
"SAP-206","41412","4",,
"Check","41413","4",,
"RTx430_(XK: fromBillRooney_TAMU_2024)","41414","4",,
"Ex-Mubi","41415","4",,
"Check","41416","4",,
"QL3(India)","41417","4",,
"SC 968","41418","4",,
"PL 47","41419","4",,
"No. 5 Gambela","41420","4",,
"No. 59 Bekedjie, Kembolcha Ethiopia","41421","4",,
"TEXAS BLACKHULL KAFIR","41422","4",,
"KS 115","41423","4",,
"F.R. Miller","41424","4",,
"SAP-380","41425","4",,
"SC 1494","41426","4",,
"Check","41427","4",,
"Check","41501","4",,
"Sorghum Soroti","41502","4",,
"Hamaisi 38","41503","4",,
"SAP-250","41504","4",,
"DAY MILO","41505","4",,
"SAP-159","41506","4",,
"KELLER","41507","4",,
"P-721","41508","4",,
"TX2784","41509","4",,
"Deburr","41510","4",,
"Orange No. l, Baijo","41511","4",,
"IS 18696","41512","4",,
"RTX434","41513","4",,
"BOK11","41514","4",,
"Nkuli Swaziland","41515","4",,
"R9188","41516","4",,
"Check","41517","4",,
"BTx642","41518","4",,
"Tuery 11","41519","4",,
"Barking 119","41520","4",,
"Framiola DL/59/1539","41521","4",,
"SAP-172","41522","4",,
"Check","41523","4",,
"SAP-157","41524","4",,
"SAP-50","41525","4",,
"LianTang Ai","41526","4",,
"IS 7151C","41527","4",,
"Bulfontein White Kafir Corn DL/60/133","41601","4",,
"Wit Lichtenburg DL/59/1530","41602","4",,
"ZA 71","41603","4",,
"Check","41604","4",,
"MARTIN","41605","4",,
"No. 25 Gobo, Kaichama Ethiopia","41606","4",,
"SC 386","41607","4",,
"BTx3042","41608","4",,
"SC 85","41609","4",,
"No. 35 Mab","41610","4",,
"Check","41611","4",,
"740 Oua Berr","41612","4",,
"Check","41613","4",,
"SAP-340","41614","4",,
"SAP-154","41615","4",,
"Check","41616","4",,
"SUMAC","41617","4",,
"RTAM428","41618","4",,
"Kabutuwa","41619","4",,
"Budy","41620","4",,
"Check","41621","4",,
"SPUR FETERITA","41622","4",,
"SAP-158","41623","4",,
"WACONIA","41624","4",,
"SC 1484","41625","4",,
"SC 1463","41626","4",,
"SC 695","41627","4",,
